volume_4h,vw,open_4h,close_4h,high_4h,low_4h,t,transactions_4h,timestamp,sma20_4h,sma50_4h,sma100_4h,sma200_4h,close_over_sma20_4h,close_over_sma50_4h,close_over_sma100_4h,close_over_sma200_4h,rsi14_4h,macd_4h,macd_signal_4h,macd_hist_4h,bb_upper_4h,bb_lower_4h,prev_close_4h,tr_4h,atr14_4h,obv_4h,news_count,avg_sentiment,log_return_4h,ret_5_4h,vol_5_4h,avg_vol_20_4h,vol_ratio_4h,cum_vol_price_4h,cum_vol_4h,vwap_4h,stoch_k_4h,stoch_d_4h,dow_4h,month_4h,avg_sentiment_lag1_4h,sentiment_5d_ma_4h,close_lag1_4h,close_lag2_4h,close_lag3_4h,close_lag4_4h,close_lag5_4h,ema12_4h,ema26_4h,ema_diff_4h,ema_cross_4h,upper_atr_band_4h,lower_atr_band_4h,cmf20_4h,plus_di14_4h,minus_di14_4h,adx14_4h,cci20_4h,vpt_4h,roll_skew_10_4h,roll_kurt_10_4h,ret_10_4h,ret_20_4h,ret_50_4h,mom_vol_ratio_4h,vol_spike_4h,is_day_end_4h,is_week_end_4h,is_month_end_4h,is_quarter_end_4h,is_year_end_4h
1429489.0,183.5705,183.25,183.69,183.7237,183.09,1689782400000,16945,2023-07-19 12:00:00,,,,,0,0,0,0,,0.4798588865144779,0.2917650294158939,0.188093857098584,,,183.2491,0.6337000000000046,,5365147.0,1.0,0.0,0.0024031247266012,0.0002722718362013,0.0016293044728561,,,2748767373.0021,15012038.0,183.104210967365,,,2,7,0.0,0.0639999999999999,183.2491,183.2,183.6,183.63,183.64,182.8429209999895,182.36306211347502,0.47985888651447794,1,,,0.2893581662777003,29.08628929258299,14.93319067128794,56.78467641864832,64.30179369354225,39225.943867472255,1.3325577777361755,1.5686062430331995,0.011063408190224555,,,0.1671082168220247,0,0,0,0,0,0
32643.0,183.6031,183.69,183.63,183.72,183.5,1689796800000,175,2023-07-19 16:00:00,,,,,0,0,0,0,,0.5071007125854692,0.334832166049809,0.1722685465356601,,,183.69,0.2199999999999988,,5332504.0,1.0,0.0,-0.0003266906268846,0.0,0.0016383769363255,,,2754761607.0921,15044681.0,183.1053517912477,,,2,7,0.0,0.032,183.69,183.2491,183.2,183.6,183.63,182.9640100769142,182.45690936432874,0.5071007125854692,1,,,0.289124832801722,28.390240687902654,14.575832383827535,54.73194494431877,67.4245714295851,39215.281447090085,1.3671902718617122,1.7592097473079613,0.011847035486004076,,,0.0,0,1,0,0,0,0
1081.0,183.9847,183.98,184.0,184.0,183.89,1689840000000,16,2023-07-20 04:00:00,,,,,0,0,0,0,,0.5521807676258561,0.3783018863650184,0.1738788812608376,,,183.63,0.3700000000000045,,5333585.0,2.0,0.0666666666666666,0.0020128940778974,0.0021786492374729,0.0018584217305865,,,2754960511.0921,15045762.0,183.10541606946197,,,3,7,0.0,0.0133333333333333,183.63,183.69,183.2491,183.2,183.6,183.12339314200432,182.57121237437846,0.5521807676258561,1,,,0.2891759073870931,30.21969400706878,14.011899643416076,53.34048964063606,86.0367549739396,39217.45957702528,1.1514355217157102,1.319629461099473,0.013550732620910111,,,1.172305230058326,0,0,0,0,0,0
2425903.0,183.0395,183.99,182.73,184.36,182.5,1689854400000,19860,2023-07-20 08:00:00,,,,,0,0,0,0,,0.4798966994366935,0.3986208489793534,0.08127585045734,,,184.0,1.8600000000000136,0.8159500000000028,2907682.0,2.0,0.0666666666666666,-0.0069261040924826,-0.0025655021834061,0.0037635243484238,,,3198245766.2821,17471665.0,183.05329035796532,56.18279569892441,,3,7,0.0666666666666666,0.0266666666666666,184.0,183.63,183.69,183.2491,183.2,183.0628711201575,182.5829744207208,0.47989669943669355,1,184.3619,181.0981,0.14451532719157326,25.299169219665586,23.898523172902117,49.73381002976128,27.44618819345857,22473.455174851348,-0.3291728190541036,1.4288204858351443,0.0064441506939854065,,,-0.681673646603107,0,0,0,0,0,0
2127353.0,182.8402,182.75,182.76,183.03,182.47,1689868800000,19100,2023-07-20 12:00:00,,,,,0,0,0,0,60.756972111553544,0.4201881366168436,0.4029343065068515,0.017253830109992,,,182.73,0.5600000000000023,0.816664285714288,5035035.0,2.0,0.0666666666666666,0.0001641631785678,-0.0026690444864395,0.003758416337621,,,3587040800.5621004,19599018.0,183.0214554913976,56.98924731182766,,3,7,0.0666666666666666,0.04,182.73,184.0,183.63,183.69,183.2491,183.01627556321017,182.59608742659333,0.4201881366168436,1,184.39332857142855,181.12667142857143,0.13270564254360254,25.277041601919603,24.140012048892114,49.898158955138896,-7.7506555116097005,22822.716872438104,-0.105511288694841,2.516545583540949,0.0023583612131847786,,,-0.7101494739228934,0,0,0,0,0,0
47372.0,183.506,182.76,183.11,183.13,182.76,1689883200000,89,2023-07-20 16:00:00,,,,,0,0,0,0,65.76402321083182,0.3965396827082372,0.4016553817471286,-0.0051156990388914,,,182.76,0.3700000000000045,0.7566642857142877,5082407.0,2.0,0.0666666666666666,0.0019132484585516,-0.0031574936033533,0.0036679895415354,,,3595715087.4821005,19646390.0,183.021668992731,59.54692556634309,57.57298952569838,3,7,0.0666666666666666,0.0533333333333333,182.76,182.73,184.0,183.63,183.69,183.0306947073317,182.63415502462345,0.39653968270823725,1,184.6233285714286,181.59667142857143,0.1345362165576648,28.225387718439332,20.012649485983644,43.9714046935019,12.941463644753933,22913.438036806678,-1.8095275306150107,4.109515677622778,-0.002886081463733259,,,-0.8608217006569184,0,1,0,0,0,0
5636.0,182.408,182.4,182.5,182.57,182.2,1689926400000,56,2023-07-21 04:00:00,,,,,0,0,0,0,58.39160839160838,0.324831752350093,0.3862906558677215,-0.0614589035176285,,,183.11,0.910000000000025,0.7959000000000052,5076771.0,0.0,0.0,-0.0033368921310762,-0.0061536785928224,0.0038478746456218,,,3596743657.4821005,19652026.0,183.021519383401,36.94915254237279,51.16177514018117,4,7,0.0666666666666666,0.0533333333333333,183.11,182.76,182.73,184.0,183.63,182.9490493677422,182.6242176153921,0.324831752350093,1,184.0918,180.9082,0.13467590766854262,26.833952554310176,24.051837072090688,37.219074133937646,-36.90483813784217,22894.662655888103,-1.2534740252517675,1.5661172897481197,-0.0061536785928224536,,,-1.5992367650168977,0,0,0,0,0,0
2202798.0,182.0504,182.2,182.0,182.66,181.68,1689940800000,16574,2023-07-21 08:00:00,,,,,0,0,0,0,53.54838709677415,0.2250624991937115,0.3540450245329196,-0.128982525339208,,,182.5,0.9799999999999898,0.8509000000000039,2873973.0,0.0,0.0,-0.0027434859457508,-0.0108695652173913,0.0034070160992687,,,3997652893.482101,21854824.0,182.91855809418095,11.9402985074624,36.14545887205943,4,7,0.0,0.04,182.5,183.11,182.76,182.73,184.0,182.80304177270492,182.5779792735112,0.22506249919371157,1,183.70180000000002,180.29819999999998,0.08613285553155027,25.099474484915294,26.86231383000952,30.318543326429914,-61.1720059389879,16859.599642189496,-0.8885060765067663,0.5000777220277308,-0.008714596949891074,,,-3.1903381132666975,0,0,0,0,0,0
1551183.0,182.2705,181.99,182.19,182.4299,181.99,1689955200000,14604,2023-07-21 12:00:00,,,,,0,0,0,0,48.754448398576386,0.1594875857612976,0.3151335367785952,-0.1556459510172975,,,182.0,0.4398999999999944,0.7794642857142894,4425156.0,0.0,0.0,0.0010434115007984,-0.0029551797734361,0.0023284086794972,,,4280262924.252101,23406007.0,182.8702744663838,19.02985074626827,22.63976726536782,4,7,0.0,0.0266666666666666,182.0,182.5,183.11,182.76,182.73,182.70872765382722,182.54924006806593,0.15948758576129762,1,183.74892857142856,180.63107142857143,0.07441347544272976,14.753722781439683,29.3241695034825,30.063005447082503,-50.677318642068634,18478.966510321497,-1.2340045267778421,1.1222953900665493,-0.005513100436681184,,,-1.2691788635170387,0,0,0,0,0,0
7473.0,182.1328,182.22,182.0,182.23,182.0,1689969600000,43,2023-07-21 16:00:00,182.725955,,,,0,0,0,0,31.777777777778155,0.0911370115819352,0.2703342317392632,-0.1791972201573279,184.40524918566257,181.04666081433743,182.19,0.2299999999999897,0.6366071428571465,4417683.0,0.0,0.0,-0.0010434115007982,-0.00415845918144,0.0022927333666399,1170674.0,0.0063835021534603,4281623010.252101,23413480.0,182.86999669643728,11.9402985074624,14.303482587064355,4,7,0.0,0.0133333333333333,182.19,182.0,182.5,183.11,182.76,182.59969263016148,182.50855561857955,0.09113701158193521,1,183.2732142857143,180.7267857142857,0.07407054940601998,4.263674609521748,35.90462829070944,31.359831525430245,-59.083285362532585,18471.173162717347,-1.084671805851347,0.8788062709053394,-0.006816404555329281,,,-1.8137482118351413,0,1,1,0,0,0
13143.0,182.4333,182.28,182.45,182.66,182.28,1690185600000,66,2023-07-24 04:00:00,182.764455,,,,0,0,0,0,38.05668016194338,0.072444829400581,0.2307563512715267,-0.1583115218709457,184.37675129440353,181.1521587055965,182.0,0.6599999999999966,0.6399000000000034,4430826.0,2.0,0.125,0.0024694758056612,-0.0036043908033424,0.002466250547964,1170847.3,0.0112252041747886,4284020950.602101,23426623.0,182.86976106637735,28.73134328358134,19.900497512437337,0,7,0.0,0.025,182.0,182.19,182.0,182.5,183.11,182.576662994752,182.50421816535143,0.07244482940058106,1,183.72979999999998,181.1702,0.07381266613754899,9.04159130997967,35.71986690362285,31.287375303278225,-29.654193737087766,18503.669591288774,-1.0740000295959988,0.8621989138483569,-0.006750503565790211,0.004238221047996316,,-1.4614801369295607,0,0,0,0,0,0
1749014.0,182.0113,182.41,181.925,182.68,181.69,1690200000000,17091,2023-07-24 08:00:00,182.786705,,,,0,0,0,0,34.590616375345235,0.0150940333394089,0.1876238876851032,-0.1725298543456942,184.33539413461813,181.2380158653819,182.45,0.9900000000000092,0.694185714285717,2681812.0,2.0,0.125,-0.0028816486493063,-0.0031506849315068,0.002351313647108,1158391.75,1.5098639989450893,4602210322.5521,25175637.0,182.80412616976088,9.141791044776266,16.604477611940002,0,7,0.125,0.05,182.45,182.0,182.19,182.0,182.5,182.47640714940556,182.46131311606615,0.015094033339408952,1,183.31337142857146,180.53662857142857,0.0014529626315939385,8.334533772009813,38.997386414712096,31.58503416608872,-73.08161357513964,13470.880608005964,-0.7313126873790743,-0.05257500419393933,-0.009284975221913516,0.0024520608331497495,,-1.33996225291315,0,0,0,0,0,0
