volume_4h,vw,open_4h,close_4h,high_4h,low_4h,t,transactions_4h,timestamp,sma20_4h,sma50_4h,sma100_4h,sma200_4h,close_over_sma20_4h,close_over_sma50_4h,close_over_sma100_4h,close_over_sma200_4h,rsi14_4h,macd_4h,macd_signal_4h,macd_hist_4h,bb_upper_4h,bb_lower_4h,prev_close_4h,tr_4h,atr14_4h,obv_4h,news_count,avg_sentiment,cash_amount,log_return_4h,ret_5_4h,vol_5_4h,avg_vol_20_4h,vol_ratio_4h,cum_vol_price_4h,cum_vol_4h,vwap_4h,stoch_k_4h,stoch_d_4h,dow_4h,month_4h,avg_sentiment_lag1_4h,sentiment_5d_ma_4h,close_lag1_4h,close_lag2_4h,close_lag3_4h,close_lag4_4h,close_lag5_4h,ema12_4h,ema26_4h,ema_diff_4h,ema_cross_4h,upper_atr_band_4h,lower_atr_band_4h,cmf20_4h,plus_di14_4h,minus_di14_4h,adx14_4h,cci20_4h,vpt_4h,roll_skew_10_4h,roll_kurt_10_4h,ret_10_4h,ret_20_4h,ret_50_4h,mom_vol_ratio_4h,vol_spike_4h,is_day_end_4h,is_week_end_4h,is_month_end_4h,is_quarter_end_4h,is_year_end_4h
255313.0,442.1107,442.93,441.69,443.31,441.59,1688544000000,2102,2023-07-05 04:00:00,,,,,0,0,0,0,,0.0,0.0,0.0,,,,1.7200000000000273,,0.0,0.0,0.0,,,,,,,112769198.97,255313.0,441.69,,,2,7,,,,,,,,441.69,441.69,0.0,0,,,-0.8837209302324988,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,0
20498357.0,443.3021,442.19,443.29,443.889,441.44,1688558400000,189649,2023-07-05 08:00:00,,,,,0,0,0,0,,0.1276353276353461,0.0255270655270692,0.1021082621082769,,,441.69,2.4490000000000123,,20498357.0,0.0,0.0,,0.0036159048640693,,,,,9199485873.5,20753670.0,443.27031669579407,,,2,7,0.0,,441.69,,,,,441.93615384615384,441.8085185185185,0.12763532763534613,1,,,0.49366500066968677,13.888222562033581,0.0,49.99999996399827,66.66666469525224,74254.27607598295,,,,,,,0,0,0,0,0,0
30315442.0,443.3717,443.295,443.14,443.76,442.31,1688572800000,218716,2023-07-05 12:00:00,,,,,0,0,0,0,,0.2142141703395168,0.0632644864895587,0.1509496838499581,,,443.29,1.4499999999999886,,-9817085.0,0.0,0.0,,-0.0003384362023662,,,,,22633470841.379997,51069112.0,443.19295862007544,,,2,7,0.0,,443.29,441.69,,,,442.12136094674554,441.907146776406,0.21421417033951684,1,,,0.28658952997074316,10.304324594582175,0.0,66.66666661031662,69.06861490121278,63996.16896776713,,,,,,,0,0,0,0,0,0
5941843.0,443.1463,443.14,442.83,443.22,442.81,1688587200000,4279,2023-07-05 16:00:00,,,,,0,0,0,0,,0.2548760651038719,0.1015868022124214,0.1532892628914505,,,443.14,0.410000000000025,,-15758928.0,0.0,0.0,,-0.0006997979901148,,,,,25264697177.069996,57010955.0,443.1551300459709,,,2,7,0.0,,443.14,443.29,441.69,,,442.2303823395539,441.97550627445,0.25487606510387195,1,,,0.16266561056734932,9.603582667766535,0.0,74.99999993170552,41.64378137575933,59839.53375090549,1.687766529932901,,,,,,0,1,0,0,0,0
503446.0,441.4323,441.5,441.16,441.75,441.15,1688630400000,2612,2023-07-06 04:00:00,,,,,0,0,0,0,,0.150609731200177,0.1113913880099725,0.0392183431902045,,,442.83,1.6800000000000068,,-16262374.0,0.0,0.0,,-0.0037783277790688,,,,,25486797414.429996,57514401.0,443.1376658939732,,,3,7,0.0,0.0,442.83,443.14,443.29,441.69,,442.0657081334687,441.91509840226854,0.15060973120017707,1,,,0.152780124362872,7.51070176740087,21.533272770095795,69.65609641367891,-132.52908734529356,57940.93875959961,0.4281036619477026,1.5328308708780884,,,,,0,0,0,0,0,0
35367297.0,438.3424,441.4695,438.1,442.0,437.06,1688644800000,298039,2023-07-06 08:00:00,,,,,0,0,0,0,,-0.1768993307608752,0.0537332442558029,-0.2306325750166782,,,441.16,4.939999999999998,,-51629671.0,0.0,0.0,,-0.0069604266180933,-0.0081278724897552,0.0039711983793567,,,40981210230.13,92881698.0,441.2194341034764,,,3,7,0.0,0.0,441.16,442.83,443.14,443.29,441.69,441.45559918985816,441.63249852061904,-0.17689933076087527,0,,,-0.12584552651997594,4.577436947918898,45.4581389473805,71.66395878515618,-167.12279758996067,-187375.7917236703,-0.0906640173070942,-0.01186624272961249,,,,-2.04670007547472,0,0,0,0,0,0
35218534.0,439.7457,438.115,439.67,440.1,437.3824,1688659200000,259416,2023-07-06 12:00:00,,,,,0,0,0,0,,-0.3062366376447585,-0.0182607321243093,-0.2879759055204492,,,438.1,2.7176000000000045,,-16411137.0,0.0,0.0,,0.0035772507017498,-0.0081662117349816,0.0039584447103352,,,56465743073.91,128100232.0,440.7934489448075,,,3,7,0.0,0.0,438.1,441.16,442.83,443.14,443.29,441.1808916221877,441.48712825983245,-0.3062366376447585,0,,,0.09667962283563947,3.7679122227637483,37.41881741086574,73.09814619285306,-113.18007382859562,-61164.65641209934,-0.42023540565943623,-0.8169185857320697,,,,-2.062979706111148,0,0,0,0,0,0
8624954.0,439.7823,439.67,439.49,439.89,439.25,1688673600000,6584,2023-07-06 16:00:00,,,,,0,0,0,0,,-0.4184383836347365,-0.0982962624263947,-0.3201421212083417,,,439.67,0.6399999999999864,,-25036091.0,0.0,0.0,,-0.0004094817837825,-0.0082366746400684,0.0039527282607742,,,60256324107.369995,136725186.0,440.7112242463506,,,3,7,0.0,0.0,439.67,438.1,441.16,442.83,443.14,440.92075444954344,441.3391928331782,-0.4184383836347365,0,,,0.07481023733928802,3.6172578788642196,35.92268187127631,74.17378674852245,-74.65942496855901,-64695.694963740716,-0.4849020243733924,-0.148357045468574,,,,-2.0837895394710833,0,1,0,0,0,0
116240.0,439.3779,439.02,439.33,439.73,438.69,1688716800000,886,2023-07-07 04:00:00,,,,,0,0,0,0,,-0.5143407386566992,-0.1815051576724556,-0.3328355809842435,,,439.49,1.0400000000000205,,-25152331.0,0.0,0.0,,-0.000364124625675,-0.0079037102274009,0.0039757731856239,,,60307391826.56999,136841426.0,440.7100509649029,,,4,7,0.0,0.0,439.49,439.67,438.1,441.16,442.83,440.67602299576754,441.19036373442424,-0.5143407386566992,0,,,0.07494271676402223,3.3965717483858846,37.01617915771097,75.17565418529954,-73.94008959009963,-64738.0131052229,-0.5475383364023292,0.3855246304770285,,,,-1.9879630901353111,0,0,0,0,0,0
19094075.0,439.6721,439.6,440.37,440.49,438.3,1688731200000,180456,2023-07-07 08:00:00,,,,,0,0,0,0,,-0.5006535155125675,-0.245334829240478,-0.2553186862720895,,,439.33,2.1899999999999977,,-6058256.0,0.0,0.0,,0.0023644435251063,-0.0017907335207181,0.004077150379598,,,68715849634.31999,155935501.0,440.6684122194855,,,4,7,0.0,0.0,439.33,439.49,439.67,438.1,441.16,440.62894253488025,441.1295960503928,-0.5006535155125675,0,,,0.17479561540280564,6.960689515319365,32.80205440004873,74.15697750876178,-49.96693772580079,-19537.73540964038,-0.7616769835734942,0.4634531037442652,,,,-0.43921095909763136,0,0,0,0,0,0
